Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species
a;a;a;a;a;a;a
B192;176642;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris canutus
B193;176669;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris alba
B194;176670;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris minuta
B195;176658;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris temminckii
B196;176653;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris melanotos
B197;176661;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris alpina
B198;176646;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris maritima
B199;176716;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limicola falcinellus
B200;176695;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Philomachus pugnax
B201;176735;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Phalaropus lobatus
B202;176734;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Phalaropus fulicarius
B203;660059;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius skua
B204;176792;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius pomarinus
B205;176793;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius parasiticus
B206;176794;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius longicaudus
B207;176832;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus canus
B208;824066;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus audouinii
B209;176815;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus marinus
B210;176808;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus hyperboreus
B211;176811;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus glaucoides
B212;176824;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus argentatus
B213;176821;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus fuscus
B214;554270;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus cachinnans
B215;560740;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus armenicus
B216;824068;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus ichthyaetus
B217;824041;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chtoicocephalus ridibundus
B218;824036;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chroicocephalus genei
B219;824070;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus melanocephalus
B220;824065;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Hydrocoloeus minutus
B221;176851;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Pagophila eburnea
B222;176866;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Xema sabini
B223;176875;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Rissa tridactyla
B224;176882;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Gelochelidon nilotica
B225;176935;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Hydroprogne caspia
B226;824139;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Thalasseus bengalensis
B227;176932;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Thalasseus sandvicensis
B228;176891;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna dougallii
B229;176888;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna hirundo
B230;176890;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna paradisaea
B231;824126;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sternula albifrons
B232;824105;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Onychoprion fuscatus
B233;726051;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias hybrida
B234;176958;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias leucopterus
B235;176959;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias niger
B236;176982;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Alle alle
B237;176974;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Uria aalge
B238;176978;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Uria lomvia
B239;176971;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Alca torda
B240;176985;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Cepphus grylle
B241;177025;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Fratercula arctica
B242;177045;v1.9 rev 2126ab0;Aves;Columbiformes;Pteroclididae;Pterocles alchata
B243;177055;v1.9 rev 2126ab0;Aves;Columbiformes;Pteroclididae;Pterocles orientalis
B244;177071;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba livia
B245;177098;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba oenas
B246;177103;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba palumbus
B247;177113;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba trocaz
B248;177149;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia turtur
B249;177139;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia decaocto
B250;177147;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia senegalensis
B251;554674;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Clamator glandarius
B252;177822;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Cuculus canorus
B253;177823;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Cuculus saturatus
B254;177851;v1.9 rev 2126ab0;Aves;Strigiformes;Tytonidae;Tyto alba
B255;555375;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Otus brucei
B256;555376;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Otus scops
B257;555404;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Bubo bubo
B258;686683;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Bubo scandiacus
B259;555428;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix aluco
B260;555433;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix uralensis
B261;177929;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix nebulosa
B262;177898;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Surnia ulula
B263;555445;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Glaucidium passerinum
B264;555471;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Athene noctua
B265;177938;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Aegolius funereus
B266;177932;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Asio otus
B267;177935;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Asio flammeus
B268;555568;v1.9 rev 2126ab0;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus ruficollis
B269;555569;v1.9 rev 2126ab0;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus europaeus
B270;555003;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus melba
B271;178010;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus apus
B272;555006;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus unicolor
B273;555008;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus pallidus
B274;555014;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus affinis
B275;555018;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus caffer
B276;554549;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Alcedo atthis
B277;554585;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Halcyon smyrnensis
B278;554636;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Ceryle rudis
B279;554658;v1.9 rev 2126ab0;Aves;Coraciiformes;Meropidae;Merops superciliosus
B280;554661;v1.9 rev 2126ab0;Aves;Coraciiformes;Meropidae;Merops apiaster
B281;554518;v1.9 rev 2126ab0;Aves;Coraciiformes;Coraciidae;Coracias garrulus
B282;178117;v1.9 rev 2126ab0;Aves;Coraciiformes;Upupidae;Upupa epops
B283;178150;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Jynx torquilla
B284;554037;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos minor
B285;554046;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos medius
B287;554048;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos major
B288;554049;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos syriacus
B289;178251;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picoides tridactylus
B290;554101;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dryocopus martius
B291;554121;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picus viridis
B292;554125;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picus canus
B293;558553;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Ammomanes deserti
B294;561038;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha calandra
B295;561037;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha bimaculata
B296;561039;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha leucoptera
B297;558980;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella brachydactyla
B298;558985;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella rufescens
B299;558981;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella cheleensis
B300;559186;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Chersophilus duponti
B301;560129;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Galerida cristata
B302;560894;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Lullula arborea
B303;178398;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Alauda arvensis
B304;554256;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Eremophila alpestris
B305;178436;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Riparia riparia
B306;916667;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Ptyonoprogne rupestris
B307;178448;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Hirundo rustica
B308;916675;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Cecropis daurica
B309;726115;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Delichon urbicum
B310;178476;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla alba
B311;554345;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla citreola
B312;178483;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla flava
B313;178480;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla cinerea
B314;558640;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus campestris
B315;558635;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus berthelotii
B316;178500;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus trivialis
B317;178495;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus hodgsoni
B318;178497;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus pratensis
B319;178498;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus cervinus
B320;558662;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus petrosus
B321;178489;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus spinoletta
B322;562635;v1.9 rev 2126ab0;Aves;Passeriformes;Pycnonotidae;Pycnonotus xanthopygos
B323;562698;v1.9 rev 2126ab0;Aves;Passeriformes;Reguliidae;Regulus regulus
B324;916249;v1.9 rev 2126ab0;Aves;Passeriformes;Reguliidae;Regulus ignicapilla
B325;178529;v1.9 rev 2126ab0;Aves;Passeriformes;Bombycillidae;Bombycilla garrulus
B326;559287;v1.9 rev 2126ab0;Aves;Passeriformes;Cinclidae;Cinclus cinclus
B327;178547;v1.9 rev 2126ab0;Aves;Passeriformes;Troglodytidae;Troglodytes troglodytes
B328;562483;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella collaris
B329;178660;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella montanella
B330;562490;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella ocularis
B331;562482;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella atrogularis
B332;562489;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella modularis
B333;561216;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Monticola saxatilis
B334;179834;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Monticola solitarius
B335;563785;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Zoothera dauma
B336;563617;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus torquatus
B337;179757;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus merula
B338;563610;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus ruficollis
B339;179766;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus pilaris
B340;179769;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus iliacus
B341;563604;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus philomelos
B342;563619;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus viscivorus
B343;559335;v1.9 rev 2126ab0;Aves;Passeriformes;Cisticolidae;Cisticola juncidis
B344;562441;v1.9 rev 2126ab0;Aves;Passeriformes;Cisticolidae;Prinia gracilis
B345;559157;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Cettia cetti
B346;179851;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella lanceolata
B347;560839;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella naevia
B348;560837;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella fluviatilis
B349;560838;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella luscinioides
B350;558420;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus melanopogon
B351;558423;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus paludicola
B352;558428;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus schoenobaenus
B353;558407;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus agricola
B354;558429;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus scirpaceus
B355;558416;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus dumetorum
B356;558424;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus palustris
B357;558408;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus arundinaceus
B358;916788;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Iduna caligata
B359;916790;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Iduna pallida
B360;560448;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais languida
B361;560449;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais olivetorum
B362;560451;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais polyglotta
B363;560447;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais icterina
B364;179841;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus trochilus
B365;562129;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus collybita
B366;925126;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus sindianus lorenzii
B367;562123;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus bonelli
B368;916708;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus sibillatrix
B369;562136;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus inornatus
B370;179843;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus borealis
B371;562159;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus trochiloides
B372;563183;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia atricapilla
B373;563185;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia borin
B374;563188;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia communis
B375;563190;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia curruca
B376;563201;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia nisoria
B377;563192;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia hortensis
B378;915909;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia ruppeli
B379;563187;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia cantillans
B380;563196;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia melanocephala
B381;563197;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia melanothorax
B382;563199;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia mystacea
B383;563189;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia conspicillata
B384;563205;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia undata
B385;563203;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia sarda
B386;561250;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Muscicapa striata
B387;560081;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula hypoleuca
B388;560071;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula albicollis
B389;560087;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula semitorquata
B390;178675;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula parva
B391;559964;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Erithacus rubecula
B392;560896;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia luscinia
B393;560897;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia megarhynchos
B394;179820;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia calliope
B395;179818;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia svecica
B396;179838;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Tarsiger cyanurus
B397;560607;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Irania gutturalis
B398;916328;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Erythropygia galactotes
B399;562036;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Phoenicurus ochruros
B400;562037;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Phoenicurus phoenicurus
B401;562837;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola rubetra
B402;726114;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola torquatus
B403;561653;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe leucura
B404;179814;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe oenanthe
B405;561648;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe finschii
B406;561663;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe pleschanka
B407;561650;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe hispanica
B408;916352;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe chrysopygia
B409;561647;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe deserti
B410;561646;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe cypriaca
B411;561651;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe isabellina
B412;561803;v1.9 rev 2126ab0;Aves;Passeriformes;Timaliidae;Panurus biarmicus
B413;558441;v1.9 rev 2126ab0;Aves;Passeriformes;Aegithalidae;Aegithalos caudatus
B414;562352;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile lugubris
B415;562354;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile palustris
B416;562353;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile montanus
B417;554384;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile cinctus
B418;561927;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Periparus ater
B419;560873;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Lophophanes cristatus
B420;561864;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Parus major
B421;559612;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Cyanistes caeruleus
B422;559613;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Cyanistes cyanus
B423;563018;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta europaea
B424;563033;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta whiteheadi
B425;563022;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta krueperi
B426;563027;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta neumayer
B427;563030;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta tephronota
B428;563471;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Tichodroma muraria
B429;178795;v1.9 rev 2126ab0;Aves;Passeriformes;Certhiidae;Certhia familiaris
B430;559138;v1.9 rev 2126ab0;Aves;Passeriformes;Certhiidae;Certhia brachydactyla
B431;562702;v1.9 rev 2126ab0;Aves;Passeriformes;Remizidae;Remiz pendulinus
B432;561707;v1.9 rev 2126ab0;Aves;Passeriformes;Oriolidae;Oriolus oriolus
B433;560720;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius collurio
B434;178511;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius excubitor
B435;916255;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius meridionalis
B436;560728;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius minor
B437;560730;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius nubicus
B438;560732;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius senator
B439;561934;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Perisoreus infaustus
B440;560214;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Garrulus glandarius
B441;916623;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Cyanopica cyanus
B442;179720;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pica pica
B443;561630;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Nucifraga caryocatactes
B444;562653;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pyrrhocorax pyrrhocorax
B445;562652;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pyrrhocorax graculus
B446;916629;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Coloeus monedula
B447;179738;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus frugilegus
B448;559494;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus corone
B449;179725;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus corax
B450;915888;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Pastor roseus
B451;179637;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Sturnus vulgaris
B452;563175;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Sturnus unicolor
B453;179537;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza citrinella
B454;554226;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza leucocephalos
B455;559878;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cirlus
B456;559875;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cia
B457;559870;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza buchanani
B458;559876;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cineracea
B459;559883;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza hortulana
B460;559872;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza caesia
B461;179542;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza pusilla
B462;179538;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza rustica
B463;554225;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza aureola
B464;554227;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza melanocephala
B465;559869;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza bruniceps
B466;179541;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza pallasi
B467;179543;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza schoeniclus
B468;729218;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza calandra
B469;179526;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Calcarius lapponicus
B470;179532;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Plectrophenax nivalis
B471;179168;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla coelebs
B472;179167;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla montifringilla
B473;179205;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pinicola enucleator
B474;179199;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carpodacus erythrinus
B475;559071;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carpodacus rubicilla
B476;560889;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia pytyopsittacus
B477;560890;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia scotica
B478;179259;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia curvirostra
B479;179268;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia leucoptera
B480;997806;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Chloris chloris
B481;179241;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Acanthis flammea
B482;179238;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Acanthis hornemanni
B483;997858;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Spinus spinus
B484;179226;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carduelis carduelis
